label,message,tokens
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,"['bored', 'housewives', 'chat', 'n', 'date', '0871750.77.11', 'bt-national', 'rate', '10p/min', 'landlines']"
ham,Whom you waited for yesterday,"['waited', 'yesterday']"
ham,Then mum's repent how?,"['mum', ""'s"", 'repent']"
ham,What about this one then.,['one']
ham,"Velly good, yes please!","['velly', 'good', 'yes', 'please']"
ham,Well she's in for a big surprise!,"['well', ""'s"", 'big', 'surprise']"
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,"['probably', 'wo', ""n't"", 'eat', 'today', 'think', ""'m"", 'gon', 'na', 'pop', 'weekend', 'u', 'miss']"
ham,He dint tell anything. He is angry on me that why you told to abi.,"['dint', 'tell', 'anything', 'angry', 'told', 'abi']"
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,"['yes', 'ammae', '....', 'life', 'takes', 'lot', 'turns', 'sit', 'try', 'hold', 'steering', '...']"
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,"['1', 'polyphonic', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'pt2', '87575', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friends', '150p/tone', '16', 'reply', 'hl', '4info']"
ham,"What i mean was i left too early to check, cos i'm working a 9-6.","['mean', 'left', 'early', 'check', 'cos', ""'m"", 'working', '9-6']"
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,"['happy', 'new', 'year', 'dear', 'brother', 'really', 'miss', 'got', 'number', 'decided', 'send', 'text', 'wishing', 'happiness', 'abiola']"
ham,Package all your programs well,"['package', 'programs', 'well']"
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)","['simpsons', 'movie', 'released', 'july', '2007', 'name', 'band', 'died', 'start', 'film', 'a-green', 'day', 'b-blue', 'day', 'c-red', 'day', 'send', 'b', 'c']"
ham,"Sorry, I'll call later","['sorry', ""'ll"", 'call', 'later']"
ham,I.ll hand her my phone to chat wit u,"['i.ll', 'hand', 'phone', 'chat', 'wit', 'u']"
ham,I sent lanre fakeye's Eckankar details to the mail box,"['sent', 'lanre', 'fakeye', ""'s"", 'eckankar', 'details', 'mail', 'box']"
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876","['mila', 'age23', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guys', 'u', 'like', 'fun', 'text', 'mtalk', '69866.18', '30pp/txt', '1st', '5free', '£1.50', 'increments', 'help08718728876']"
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,"['friends', 'help', 'us', 'problems', 'give', 'stupid', 'suggestion', 'lands', 'us', 'another', 'problem', 'helps', 'us', 'forgt', 'previous', 'problem']"
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,"['wanted', 'ask', 'ü', 'wait', '4', 'finish', 'lect', 'cos', 'lect', 'finishes', 'hour', 'anyway']"
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,"['got', 'ur', 'favorite', 'oyster', '...', 'n', 'got', 'favorite', 'sashimi', '...', 'ok', 'lar', 'dun', 'say', 'already', '...', 'wait', 'ur', 'stomach', 'start', 'rumbling', '...']"
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,"['bull', 'plan', 'go', 'floating', 'ikea', 'without', 'care', 'world', 'live', 'mess', 'another', 'day']"
ham,ILL B DOWN SOON,"['ill', 'b', 'soon']"
ham,Nice.nice.how is it working?,"['nice.nice.how', 'working']"
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,"['gon', 'na', 'let', 'know', 'cos', 'comes', 'bak', 'holiday', 'day', 'coming', ""don't4get2text"", 'number']"
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO","['please', 'come', 'imin', 'town.dontmatter', 'urgoin', 'outl8r', 'reallyneed', '2docd.please', 'dontplease', 'dontignore', 'mycalls', 'u', 'thecd', 'isv.important', 'tome', '4', '2moro']"
ham,"K, if u bored up just come to my home..","['k', 'u', 'bored', 'come', 'home', '..']"
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,"['got', 'job', 'wipro', 'get', 'every', 'thing', 'life', '2', '3', 'years']"
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","['free', 'message', 'activate', '500', 'free', 'text', 'messages', 'replying', 'message', 'word', 'free', 'terms', 'conditions', 'visit', 'www.07781482378.com']"
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,"['free', 'top', 'ringtone', '-sub', 'weekly', 'ringtone-get', '1st', 'week', 'free-send', 'subpoly', '81618-', '3', 'per', 'week-stop', 'sms-08718727870']"
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,"['haha', 'money', 'leh', '...', 'later', 'got', 'go', 'tuition', '...', 'haha', 'looking', 'empty', 'slots', 'driving', 'lessons']"
ham,I cant pick the phone right now. Pls send a message,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
ham,In which place do you want da.,"['place', 'want', 'da']"
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?","['hmmm', '...', 'thought', 'said', '2', 'hours', 'slave', '3', '...', 'late', '...', 'punish']"
ham,But that's on ebay it might be less elsewhere.,"[""'s"", 'ebay', 'might', 'less', 'elsewhere']"
ham,Shall i come to get pickle,"['shall', 'come', 'get', 'pickle']"
ham,Will you be here for food,['food']
ham,Hey i've booked the pilates and yoga lesson already... Haha,"['hey', ""'ve"", 'booked', 'pilates', 'yoga', 'lesson', 'already', '...', 'haha']"
ham,So that takes away some money worries,"['takes', 'away', 'money', 'worries']"
ham,Neshanth..tel me who r u?,"['neshanth', '..', 'tel', 'r', 'u']"
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM","['urgent', 'mobile', '07xxxxxxxxx', '£2,000', 'bonus', 'caller', 'prize', '02/06/03', '2nd', 'attempt', 'reach', 'call', '09066362231', 'asap', 'box97n7qp', '150ppm']"
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,"['c', 'movie', 'juz', 'last', 'minute', 'decision', 'mah', 'juz', 'watch', '2', 'lar', 'tot', 'ü', 'interested']"
ham,That means get the door,"['means', 'get', 'door']"
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ","['hellogorgeous', 'hows', 'u', 'fone', 'charge', 'lst', 'nitw', 'wen', 'u', 'texd', 'hopeu', 'ad', 'nice', 'wkend', 'im', 'sure', 'u', 'lookin', '4ward', '2', 'c-in', 'u', '2mrw', 'luv', 'jaz']"
ham,"Yeah, probably earlier than that","['yeah', 'probably', 'earlier']"
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)","['pete', 'phone', 'still', 'jenny', 'college', 'leanne.what']"
ham,Ok.. Ü finishing soon?,"['ok', '..', 'ü', 'finishing', 'soon']"
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),"['thats', 'cool', 'sometimes', 'slow', 'gentle', 'sonetimes', 'rough', 'hard']"
ham,I have gone into get info bt dont know what to do,"['gone', 'get', 'info', 'bt', 'dont', 'know']"
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","['please', 'protect', 'e-threats', 'sib', 'never', 'asks', 'sensitive', 'information', 'like', 'passwords', 'atm/sms', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybody']"
ham,Wat uniform? In where get?,"['wat', 'uniform', 'get']"
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,"['dip', ""'s"", 'cell', 'dead', 'coming', 'u', 'better', 'respond', 'else', 'shall', 'come', 'back']"
ham,Come to medical college at 7pm ......forward it da,"['come', 'medical', 'college', '7pm', '......', 'forward', 'da']"
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,"['goodo', 'yes', 'must', 'speak', 'friday', 'egg-potato', 'ratio', 'tortilla', 'needed']"
ham,You could have seen me..i did't recognise you Face.:),"['could', 'seen', '..', ""did't"", 'recognise', 'face']"
ham,We'll join the  &lt;#&gt;  bus,"[""'ll"", 'join', 'lt', 'gt', 'bus']"
ham,Prabha..i'm soryda..realy..frm heart i'm sory,"['prabha', '..', ""'m"", 'soryda', '..', 'realy', '..', 'frm', 'heart', ""'m"", 'sory']"
ham,We will meet soon princess! Ttyl!,"['meet', 'soon', 'princess', 'ttyl']"
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,"['rt-king', 'pro', 'video', 'club', 'need', 'help', 'info', 'ringtoneking.co.uk', 'call', '08701237397', 'must', '16+', 'club', 'credits', 'redeemable', 'www.ringtoneking.co.uk', 'enjoy']"
ham,Hi Harish's rent has been transfred to ur Acnt.,"['hi', 'harish', ""'s"", 'rent', 'transfred', 'ur', 'acnt']"
ham,I know you mood off today,"['know', 'mood', 'today']"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,"['urgent', 'trying', 'contact', 'u.', 'todays', 'draw', 'shows', '£800', 'prize', 'guaranteed', 'call', '09050001808', 'land', 'line', 'claim', 'm95', 'valid12hrs']"
ham,Great! How is the office today?,"['great', 'office', 'today']"
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...","['u', 'wake', 'already', 'wat', 'u', 'u', 'picking', 'us', 'later', 'rite', ""'m"", 'taking', 'sq825', 'reaching', 'ard', '7', 'smth', '8', 'like', 'dat', 'u', 'check', 'e', 'arrival', 'time', 'c', 'ya', 'soon', '...']"
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,"['realise', 'busy', 'guy', ""'m"", 'trying', 'bother', 'get', 'exams', 'outta', 'way', 'try', 'cars', 'gr8', 'day']"
ham,Well welp is sort of a semiobscure internet thing,"['well', 'welp', 'sort', 'semiobscure', 'internet', 'thing']"
ham,Change windows logoff sound..,"['change', 'windows', 'logoff', 'sound', '..']"
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.","[""'m"", 'actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', ""'m"", 'unemployed', 'moment', 'always', 'sleep', 'late', ""'re"", 'unemployed', 'every', 'day', 'saturday']"
ham,Yes:)here tv is always available in work place..,"['yes', 'tv', 'always', 'available', 'work', 'place', '..']"
ham,O was not into fps then.,['fps']
ham,I just cooked a rather nice salmon a la you,"['cooked', 'rather', 'nice', 'salmon', 'la']"
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,"['huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', '...', 'u', '2', 'days', '4', 'leh', '...']"
ham,I know a few people I can hit up and fuck to the yes,"['know', 'people', 'hit', 'fuck', 'yes']"
ham,I'm vivek:)i got call from your number.,"[""'m"", 'vivek', 'got', 'call', 'number']"
ham,You in your room? I need a few,"['room', 'need']"
ham,You can jot down things you want to remember later.,"['jot', 'things', 'want', 'remember', 'later']"
ham,Many more happy returns of the day. I wish you happy birthday.,"['many', 'happy', 'returns', 'day', 'wish', 'happy', 'birthday']"
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,"['lol', 'u', 'drunkard', 'hair', 'moment', 'yeah', 'still', '4', 'tonight', 'wats', 'plan']"
ham,Yes i thought so. Thanks.,"['yes', 'thought', 'thanks']"
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola","['wonderful', 'okors', 'great', 'month', 'cherish', 'guys', 'wish', 'well', 'day', 'mojibiola']"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,"['urgent', 'mobile', 'number', 'awarded', '£2000', 'prize', 'guaranteed', 'call', '09061790126', 'land', 'line', 'claim', '3030.', 'valid', '12hrs', '150ppm']"
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,"[""n't"", 'respond', 'imma', 'assume', ""'re"", 'still', 'asleep', 'imma', 'start', 'calling', 'n', 'shit']"
ham,Sorry about that this is my mates phone and i didnt write it love Kate,"['sorry', 'mates', 'phone', 'didnt', 'write', 'love', 'kate']"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,"['dear', 'u', ""'ve"", 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150p/msgrcvdhg/suite342/2lands/row/w1j6hl', 'ldn', '18', 'yrs']"
ham,Lol ok. I'll snatch her purse too.,"['lol', 'ok.', ""'ll"", 'snatch', 'purse']"
ham,How much it will cost approx . Per month.,"['much', 'cost', 'approx', 'per', 'month']"
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,"['available', ""'m"", 'like', 'right', 'around', 'hillsborough', 'amp', 'lt', 'gt', 'th']"
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,"['monthly', 'password', 'wap', 'mobsi.com', '391784.', 'use', 'wap', 'phone', 'pc']"
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always","['good', 'afternoon', 'sunshine', 'dawns', 'day', 'refreshed', 'happy', 'alive', 'breathe', 'air', 'smile', 'think', 'love', '...', 'always']"
ham,O shore are you takin the bus,"['shore', 'takin', 'bus']"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,"['get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', 'right', 'side', 'lt', 'gt', 'street', 'road', 'turn', 'first', 'right']"
ham,No but the bluray player can,"['bluray', 'player']"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","['freemsg', ""n't"", 'replied', 'text', ""'m"", 'randy', 'sexy', 'female', 'live', 'local', 'luv', 'hear', 'u.', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'reply', 'stop', 'end']"
ham,Taka lor. Wat time u wan 2 come n look 4 us?,"['taka', 'lor', 'wat', 'time', 'u', 'wan', '2', 'come', 'n', 'look', '4', 'us']"
ham,So i asked how's anthony. Dad. And your bf,"['asked', ""'s"", 'anthony', 'dad', 'bf']"
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.","['ca', ""n't"", 'speak', 'bcaz', 'mobile', 'problem', 'listen', ""n't"", 'listen', 'voice', 'calls', 'later']"
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,"['well', 'slightly', 'disastrous', 'class', 'pm', 'fav', 'darlings', 'hope', 'day', 'ok.', 'coffee', 'wld', 'good', 'ca', ""n't"", 'stay', 'late', 'tomorrow', 'time', 'place', 'always']"
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.","[""'m"", 'ca', ""n't"", 'give', 'everything', 'want', 'need', 'actually', 'could', 'better', 'yor', '--', ""'ve"", 'got', 'money', 'ca', ""n't"", 'get', 'work', 'ca', ""n't"", 'get', 'man', 'ca', ""n't"", 'pay', 'rent', 'ca', ""n't"", 'even', 'fill', 'fucking', 'gas', 'tank', 'yes', ""'m"", 'stressed', 'depressed', ""n't"", 'even', 'call', 'home', 'thanksgiving', 'cuz', ""'ll"", 'tell', 'nothing']"
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,"['real', 'u', 'getting', 'yo', 'need', '2', 'tickets', 'one', 'jacket', ""'m"", 'done', 'already', 'used', 'multis']"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ","['urgent', 'call', '09066350750', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10,000', 'cash', 'await', 'collection', 'sae', 'cs', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18+']"
ham,Can not use foreign stamps in this country. Good lecture .,"['use', 'foreign', 'stamps', 'country', 'good', 'lecture']"
ham,Mode men or have you left.,"['mode', 'men', 'left']"
ham,I was just callin to say hi. Take care bruv!,"['callin', 'say', 'hi', 'take', 'care', 'bruv']"
ham,"Yo my trip got postponed, you still stocked up?","['yo', 'trip', 'got', 'postponed', 'still', 'stocked']"
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,"['reply', 'win', '£100', 'weekly', 'professional', 'sport', 'tiger', 'woods', 'play', 'send', 'stop', '87239', 'end', 'service']"
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate","['2nd', 'time', 'tried', 'contact', 'u.', 'u', '£400', 'prize', '2', 'claim', 'easy', 'call', '087104711148', '10p', 'per', 'minute', 'bt-national-rate']"
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,"['know', ""'m"", 'lacking', 'particular', 'dramastorm', ""'s"", 'details', 'part', ""'m"", 'worried']"
ham,Just finished eating. Got u a plate. NOT leftovers this time.,"['finished', 'eating', 'got', 'u', 'plate', 'leftovers', 'time']"
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,"['stop', 'story', ""'ve"", 'told', ""'ve"", 'returned', ""'s"", 'saying', 'order']"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'message', '..', 'smiling', 'seeing', 'name', 'gud', 'evng']"
ham,Does not operate after  &lt;#&gt;  or what,"['operate', 'lt', 'gt']"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","['hot', 'live', 'fantasies', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'national', 'rate', 'call']"
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","['hi', 'ya', 'babe', 'x', 'u', '4goten', 'bout', 'scammers', 'getting', 'smart', '..', 'though', 'regular', 'vodafone', 'respond', 'get', 'prem', 'rate', 'msg/subscription', 'nos', 'used', 'also', 'beware']"
ham,"I'll get there at 3, unless you guys want me to come some time sooner","[""'ll"", 'get', '3', 'unless', 'guys', 'want', 'come', 'time', 'sooner']"
ham,No no. I will check all rooms befor activities,"['check', 'rooms', 'befor', 'activities']"
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....","['rose', 'red', 'red', 'blood', 'blood', 'heart', 'heart', 'u.', 'u', '....', 'send', 'tis', 'ur', 'friends', '..', 'including', '..', 'u', 'like', '..', 'u', 'get', 'back', '1-u', 'r', 'poor', 'relation', '2-u', 'need', '1', 'support', '3-u', 'r', 'frnd', '2', 'many', '4-some1', 'luvs', 'u', '5+-', 'some1', 'praying', 'god', 'marry', 'u.', 'try', '....']"
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!","['faith', 'makes', 'things', 'possible', 'hope', 'makes', 'things', 'work', 'love', 'makes', 'things', 'beautiful', 'may', 'three', 'christmas', 'merry', 'christmas']"
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack","['haha', 'friend', 'tyler', 'literally', 'asked', 'could', 'get', 'dubsack']"
ham,"K, I'll work something out","['k', ""'ll"", 'work', 'something']"
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,"['hmm', '...', 'bad', 'news', '...', 'hype', 'park', 'plaza', '700', 'studio', 'taken', '...', 'left', '2', 'bedrm-', '900', '...']"
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,"['okay', 'lor', '...', 'wah', '...', 'like', 'def', 'wont', 'let', 'us', 'go', '...', 'haha', '...', 'say', 'terms', 'conditions']"
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,"['agree', 'stop', 'thinkin', 'ipad', 'please', 'ask', 'macho', 'question']"
ham,Everybody had fun this evening. Miss you.,"['everybody', 'fun', 'evening', 'miss']"
ham,I've got it down to a tea. not sure which flavour,"[""'ve"", 'got', 'tea', 'sure', 'flavour']"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,"['urgent', 'trying', 'contact', 'u.', 'todays', 'draw', 'shows', '£2000', 'prize', 'guaranteed', 'call', '09058094507', 'land', 'line', 'claim', '3030.', 'valid', '12hrs']"
ham,I'm at work. Please call,"[""'m"", 'work', 'please', 'call']"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,"['urgent', 'mobile', 'number', 'awarded', '£2000', 'prize', 'guaranteed', 'call', '09058094455', 'land', 'line', 'claim', '3030.', 'valid', '12hrs']"
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,"['hey', 'sat', 'going', 'intro', 'pilates', 'kickboxing']"
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,"['hi', 'darlin', 'kate', 'u', 'doin', 'somethin', 'tonight', 'im', 'going', 'pub', 'called', 'swan', 'something', 'parents', 'one', 'drink', 'phone', 'u']"
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,"['think', 'sent', 'text', 'home', 'phone', 'cant', 'display', 'texts', 'still', 'want', 'send', 'number']"
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.","['wow', ""'re"", 'right', ""n't"", 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'cuz', 'signin', 'page', 'still', 'says', 'boston']"
ham,"That's cool, I'll come by like  &lt;#&gt; ish","[""'s"", 'cool', ""'ll"", 'come', 'like', 'lt', 'gt', 'ish']"
ham,S:)but he had some luck.2 catches put down:),"['luck.2', 'catches', 'put']"
ham,Heehee that was so funny tho,"['heehee', 'funny', 'tho']"
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,"['plz', 'tell', 'ans', 'bslvyl', 'sent', 'via', 'fullonsms.com']"
ham,aathi..where are you dear..,"['aathi', '..', 'dear', '..']"
ham,The battery is for mr adewale my uncle. Aka Egbon,"['battery', 'mr', 'adewale', 'uncle', 'aka', 'egbon']"
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.","['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..","['sorry', 'vikky', ""'m"", 'watching', 'olave', 'mandara', 'movie', 'kano', 'trishul', 'theatre', 'wit', 'frnds', '..']"
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,"['want', 'sent', 'lt', 'gt', 'mesages', 'today', 'thats', 'y.', 'sorry', 'hurts']"
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,"['come', 'karnan', 'car', 'please', 'wait', 'till', '6pm', 'directly', 'goto', 'doctor']"
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,"['sounds', 'better', 'evening', 'im', 'costume', 'im', 'sure', 'time', 'finish', 'tomorrow', 'txt', 'end']"
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,"['charges', 'transfer', 'charges', 'withdraw', 'anyhow', 'like']"
ham,I keep ten rs in my shelf:) buy two egg.,"['keep', 'ten', 'rs', 'shelf', 'buy', 'two', 'egg']"
ham,Doing project w frens lor. ,"['project', 'w', 'frens', 'lor']"
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x","['jolly', 'good', 'way', 'give', 'u', 'tickets', 'sat', 'eve', '7.30.', 'speak', 'x']"
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","['also', 'north', 'carolina', 'texas', 'atm', 'would', 'go', 'gre', 'site', 'pay', 'test', 'results', 'sent']"
ham,Lol no. U can trust me.,"['lol', 'u', 'trust']"
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,"['working', 'eyes', 'philosophy', 'text', 'u', 'later', 'bit', 'free', 'chat', '...']"
ham,R we going with the  &lt;#&gt;  bus?,"['r', 'going', 'lt', 'gt', 'bus']"
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,"['people', 'dogging', 'area', 'call', '09090204448', 'join', 'like', 'minded', 'guys', 'arrange', '1', ""'s"", '1', 'evening', 'a£1.50', 'minapn', 'ls278bb']"
ham,"Sorry, I'll call later","['sorry', ""'ll"", 'call', 'later']"
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,"['back', 'brum', 'thanks', 'putting', 'us', 'keeping', 'us', 'happy', 'see', 'soon']"
ham,Omg how did u know what I ate?,"['omg', 'u', 'know', 'ate']"
ham,Got meh... When?,"['got', 'meh', '...']"
ham,Boo what time u get out? U were supposed to take me shopping today. :(,"['boo', 'time', 'u', 'get', 'u', 'supposed', 'take', 'shopping', 'today']"
ham,"Sorry, I'll call later ok bye","['sorry', ""'ll"", 'call', 'later', 'ok', 'bye']"
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","['free', 'message', 'activate', '500', 'free', 'text', 'messages', 'replying', 'message', 'word', 'free', 'terms', 'conditions', 'visit', 'www.07781482378.com']"
